516.0,7.0,35555.0,4750.0,17481.0
438.0,47.0,28414.0,5255.0,16000.0
518.0,20.0,21810.0,5643.0,17659.0
483.0,10.0,21832.0,6134.0,15178.0
367.0,12.0,19620.0,6605.0,10206.0
248.0,36.0,19376.0,6954.0,9770.0
131.0,81.0,17458.0,7165.0,12401.0
242.0,41.0,18452.0,7212.0,11921.0
114.0,45.0,18540.0,7407.0,13302.0
110.0,177.0,17727.0,7470.0,13326.0
107.0,204.0,17940.0,7402.0,12887.0
76.0,120.0,17634.0,7300.0,8163.0
74.0,303.0,16272.0,7253.0,7519.0
84.0,264.0,14971.0,7024.0,9808.0
93.0,139.0,17291.0,6838.0,9783.0
152.0,407.0,16346.0,6789.0,11667.0
87.0,286.0,15904.0,6527.0,9932.0
147.0,379.0,15525.0,6325.0,10519.0
98.0,297.0,15704.0,6085.0,5337.0
64.0,257.0,14540.0,5884.0,7104.0
76.0,341.0,13628.0,5684.0,8658.0
100.0,223.0,15440.0,5410.0,10376.0
104.0,414.0,14278.0,5281.0,6851.0
91.0,384.0,14369.0,4966.0,11078.0
146.0,283.0,15219.0,4665.0,9473.0
105.0,222.0,16564.0,4523.0,7647.0
78.0,195.0,15028.0,4398.0,2472.0
125.0,180.0,13531.0,4275.0,11884.0
101.0,159.0,16892.0,4216.0,11189.0
89.0,261.0,16585.0,4155.0,8807.0
86.0,193.0,17885.0,3979.0,10421.0
94.0,304.0,18908.0,3867.0,10429.0
81.0,138.0,20144.0,3654.0,6693.0
47.0,135.0,19571.0,3591.0,5800.0
47.0,96.0,19295.0,3500.0,9098.0
53.0,82.0,20650.0,3445.0,11438.0
39.0,197.0,17858.0,3408.0,11018.0
27.0,144.0,15509.0,3246.0,8524.0
30.0,126.0,15298.0,3125.0,8626.0
32.0,125.0,14070.0,3026.0,4392.0
25.0,79.0,13788.0,2930.0,4494.0
27.0,87.0,13391.0,2873.0,7408.0
27.0,82.0,14651.0,2808.0,6712.0
22.0,141.0,15026.0,2750.0,4959.0
22.0,72.0,14268.0,2627.0,7748.0
18.0,108.0,14186.0,2576.0,8989.0
8.0,105.0,13550.0,2484.0,5574.0
13.0,72.0,12243.0,2385.0,4175.0
9.0,99.0,11981.0,2324.0,7230.0
11.0,64.0,12721.0,2233.0,7534.0
8.0,134.0,12121.0,2179.0,7986.0
16.0,224.0,10139.0,2051.0,12054.0
10.0,82.0,9259.0,1843.0,3374.0
10.0,47.0,8999.0,1769.0,3469.0
14.0,90.0,8895.0,1731.0,6532.0
9.0,68.0,9203.0,1654.0,6570.0
4.0,137.0,8307.0,1593.0,5353.0
9.0,13.0,8634.0,1459.0,3128.0
6.0,51.0,8685.0,1454.0,4676.0
13.0,60.0,8496.0,1407.0,3306.0
8.0,34.0,8588.0,1360.0,3352.0
3.0,66.0,8176.0,1332.0,5631.0
2.0,50.0,8858.0,1267.0,3705.0
4.0,86.0,8009.0,1218.0,5869.0
12.0,65.0,8429.0,1135.0,5025.0
18.0,84.0,8867.0,1082.0,4863.0
34.0,42.0,9153.0,1016.0,2847.0
35.0,22.0,10128.0,1008.0,3777.0
27.0,38.0,10922.0,1021.0,6963.0
26.0,25.0,16330.0,1008.0,11755.0
29.0,67.0,19579.0,1008.0,14392.0
27.0,59.0,20722.0,969.0,16083.0
19.0,30.0,19875.0,937.0,15411.0
13.0,37.0,18343.0,924.0,7678.0
15.0,16.0,17660.0,900.0,7110.0
13.0,34.0,16093.0,898.0,11518.0
32.0,128.0,16925.0,877.0,11401.0
12.0,69.0,16351.0,781.0,10501.0
20.0,27.0,18089.0,723.0,11517.0
23.0,32.0,20286.0,716.0,10696.0
25.0,19.0,21569.0,705.0,7080.0
16.0,13.0,20333.0,711.0,7376.0
19.0,49.0,19089.0,713.0,10064.0
40.0,20.0,22044.0,681.0,14344.0
79.0,45.0,21061.0,701.0,14402.0
58.0,23.0,22370.0,735.0,14209.0
39.0,35.0,24557.0,770.0,16001.0
27.0,7.0,26298.0,774.0,10898.0
35.0,17.0,23294.0,793.0,9770.0
38.0,24.0,24058.0,810.0,13558.0
49.0,21.0,28922.0,823.0,18009.0
39.0,32.0,27865.0,850.0,16633.0
39.0,7.0,28199.0,857.0,16496.0
51.0,25.0,28766.0,889.0,15106.0
57.0,21.0,27954.0,915.0,8880.0
38.0,11.0,26481.0,951.0,7514.0
38.0,26.0,24374.0,978.0,14660.0
50.0,22.0,27459.0,989.0,17161.0
45.0,43.0,26223.0,1015.0,15600.0
56.0,15.0,25494.0,1017.0,15793.0
48.0,22.0,24244.0,1057.0,14061.0
34.0,27.0,23352.0,1083.0,7586.0
36.0,12.0,21356.0,1090.0,5918.0
34.0,30.0,20793.0,1114.0,12175.0
43.0,14.0,22632.0,1117.0,14156.0
59.0,26.0,21489.0,1145.0,12605.0
49.0,35.0,21714.0,1177.0,12826.0
67.0,21.0,21190.0,1191.0,12491.0
48.0,12.0,21470.0,1237.0,6913.0
17.0,13.0,20071.0,1273.0,6254.0
46.0,27.0,19403.0,1277.0,11025.0
51.0,22.0,22278.0,1295.0,14567.0
28.0,44.0,20245.0,1324.0,13198.0
39.0,198.0,18900.0,1307.0,11870.0
51.0,145.0,18828.0,1148.0,10376.0
62.0,47.0,19866.0,1054.0,8714.0
42.0,65.0,19005.0,1069.0,8723.0
43.0,108.0,18499.0,1046.0,11459.0
50.0,76.0,20809.0,981.0,12698.0
54.0,71.0,19526.0,955.0,10421.0
63.0,75.0,19782.0,938.0,9958.0
63.0,52.0,21560.0,926.0,10938.0
61.0,21.0,22321.0,936.0,7145.0
46.0,16.0,21649.0,976.0,6050.0
44.0,66.0,21292.0,1005.0,11971.0
63.0,56.0,23675.0,982.0,13141.0
49.0,49.0,24012.0,989.0,12087.0
45.0,46.0,23912.0,987.0,13459.0
35.0,79.0,23527.0,985.0,12593.0
44.0,34.0,22950.0,941.0,6279.0
62.0,26.0,21830.0,950.0,6091.0
33.0,78.0,21845.0,986.0,9827.0
39.0,66.0,24289.0,941.0,11653.0
61.0,48.0,23297.0,914.0,9864.0
60.0,64.0,23404.0,925.0,9903.0
39.0,59.0,23110.0,919.0,9335.0
34.0,37.0,22923.0,898.0,6031.0
26.0,16.0,21953.0,894.0,5519.0
45.0,71.0,21302.0,903.0,9590.0
63.0,55.0,23864.0,877.0,11731.0
59.0,60.0,21751.0,884.0,9057.0
41.0,59.0,21418.0,883.0,10291.0
113.0,49.0,20559.0,864.0,9072.0
58.0,24.0,19681.0,928.0,4701.0
25.0,15.0,19214.0,962.0,4467.0
28.0,102.0,18770.0,971.0,9028.0
48.0,62.0,20444.0,896.0,10673.0
18.0,63.0,19326.0,882.0,9198.0
36.0,51.0,19018.0,837.0,8233.0
31.0,50.0,18330.0,821.0,8055.0
30.0,26.0,18278.0,802.0,4896.0
23.0,21.0,17768.0,806.0,3855.0
34.0,72.0,17401.0,808.0,8666.0
33.0,54.0,18724.0,770.0,8608.0
43.0,95.0,18490.0,748.0,8716.0
20.0,42.0,18031.0,696.0,8108.0
43.0,86.0,17068.0,673.0,7782.0
36.0,13.0,16105.0,629.0,3402.0
28.0,16.0,16803.0,651.0,4032.0
34.0,71.0,16396.0,663.0,8414.0
54.0,57.0,17489.0,626.0,8868.0
56.0,31.0,17375.0,623.0,7767.0
103.0,46.0,17798.0,648.0,7749.0
166.0,38.0,20132.0,705.0,8560.0
279.0,9.0,21618.0,833.0,5825.0
197.0,7.0,22005.0,1103.0,5527.0
246.0,17.0,22964.0,1293.0,6071.0
297.0,72.0,25219.0,1521.0,11922.0
288.0,57.0,31022.0,1746.0,14755.0
324.0,57.0,34998.0,1976.0,16669.0
332.0,49.0,38045.0,2241.0,16963.0
397.0,31.0,42427.0,2524.0,9852.0
266.0,19.0,47564.0,2890.0,12539.0
280.0,67.0,47995.0,3137.0,18768.0
320.0,82.0,50362.0,3349.0,20916.0
441.0,93.0,52795.0,3585.0,20386.0
371.0,90.0,52041.0,3932.0,19097.0
323.0,214.0,50711.0,4210.0,17954.0
299.0,138.0,54046.0,4314.0,10567.0
248.0,70.0,58021.0,4473.0,13416.0
235.0,225.0,57876.0,4650.0,22289.0
267.0,158.0,56743.0,4660.0,20943.0
195.0,173.0,56748.0,4767.0,21286.0
198.0,254.0,55524.0,4786.0,21414.0
168.0,226.0,52266.0,4728.0,18160.0
167.0,137.0,52077.0,4668.0,11179.0
119.0,151.0,49621.0,4697.0,7755.0
136.0,339.0,47109.0,4663.0,18384.0
156.0,387.0,43370.0,4455.0,22837.0
155.0,337.0,36533.0,4221.0,20717.0
176.0,256.0,33018.0,4037.0,23039.0
136.0,413.0,29423.0,3953.0,17707.0
121.0,197.0,27826.0,3671.0,7813.0
109.0,263.0,27705.0,3592.0,7852.0
106.0,389.0,27476.0,3433.0,13636.0
113.0,432.0,27310.0,3146.0,15609.0
153.0,233.0,25842.0,2827.0,13241.0
126.0,228.0,25508.0,2742.0,14452.0
110.0,199.0,25403.0,2635.0,13385.0
82.0,188.0,24705.0,2545.0,7888.0
70.0,90.0,24274.0,2434.0,6556.0
61.0,193.0,22536.0,2412.0,12776.0
110.0,209.0,23222.0,2277.0,14372.0
125.0,182.0,20527.0,2178.0,11720.0
114.0,146.0,20782.0,2116.0,12370.0
61.0,188.0,19575.0,2082.0,11075.0
95.0,82.0,18508.0,1951.0,5707.0
50.0,44.0,18878.0,1962.0,5027.0
38.0,178.0,18587.0,1963.0,10234.0
113.0,120.0,20056.0,1822.0,9302.0
77.0,76.0,20596.0,1809.0,5926.0
63.0,67.0,20029.0,1808.0,5313.0
75.0,54.0,19995.0,1803.0,4715.0
64.0,58.0,21287.0,1820.0,5593.0
73.0,41.0,22116.0,1825.0,5629.0
75.0,197.0,22447.0,1856.0,12690.0
114.0,251.0,22737.0,1734.0,13125.0
69.0,129.0,22138.0,1594.0,11862.0
54.0,106.0,20978.0,1532.0,11614.0
72.0,55.0,20699.0,1479.0,6096.0
58.0,69.0,18982.0,1494.0,5420.0
97.0,36.0,19303.0,1481.0,5141.0
102.0,134.0,19192.0,1541.0,12127.0
84.0,167.0,20124.0,1508.0,14327.0
99.0,52.0,18396.0,1421.0,9320.0
47.0,98.0,18262.0,1467.0,9547.0
73.0,78.0,17355.0,1414.0,9065.0
91.0,54.0,17318.0,1407.0,5448.0
76.0,56.0,17781.0,1443.0,5639.0
58.0,98.0,16763.0,1463.0,9411.0
91.0,118.0,19379.0,1420.0,11975.0
119.0,63.0,19493.0,1390.0,11395.0
155.0,70.0,19813.0,1443.0,12524.0
77.0,117.0,20430.0,1526.0,10523.0
61.0,35.0,21888.0,1484.0,5612.0
119.0,36.0,21682.0,1510.0,6918.0
88.0,76.0,20763.0,1593.0,12995.0
103.0,92.0,23003.0,1602.0,15369.0
125.0,95.0,22904.0,1612.0,11649.0
114.0,59.0,26148.0,1641.0,13914.0
126.0,84.0,26373.0,1695.0,12830.0
124.0,46.0,25678.0,1736.0,6854.0
97.0,38.0,24838.0,1812.0,5237.0
75.0,115.0,25524.0,1869.0,12843.0
118.0,106.0,25815.0,1825.0,13843.0
125.0,119.0,24255.0,1835.0,10514.0
145.0,86.0,25062.0,1840.0,11896.0
89.0,89.0,25629.0,1898.0,10258.0
143.0,58.0,26217.0,1897.0,6057.0
126.0,61.0,25648.0,1981.0,6039.0
100.0,131.0,25802.0,2044.0,12608.0
146.0,106.0,27855.0,2008.0,11595.0
143.0,138.0,28688.0,2046.0,12499.0
191.0,133.0,29284.0,2051.0,10613.0
205.0,99.0,30119.0,2108.0,11100.0
208.0,55.0,34692.0,2210.0,7695.0
223.0,68.0,36378.0,2362.0,8654.0
229.0,101.0,38314.0,2516.0,14947.0
313.0,113.0,41202.0,2644.0,16808.0
343.0,125.0,42688.0,2842.0,16301.0
363.0,165.0,45525.0,3058.0,16619.0
386.0,102.0,48143.0,3253.0,19715.0
330.0,101.0,51345.0,3535.0,9130.0
271.0,73.0,54029.0,3762.0,10548.0
349.0,183.0,56455.0,3956.0,22601.0
382.0,103.0,57769.0,4121.0,21555.0
583.0,125.0,55838.0,4397.0,21535.0
569.0,153.0,55361.0,4853.0,19686.0
488.0,246.0,56637.0,5268.0,19782.0
449.0,193.0,58794.0,5504.0,10483.0
377.0,83.0,62829.0,5759.0,13288.0
451.0,260.0,63365.0,6050.0,20847.0
511.0,180.0,64892.0,6241.0,22200.0
540.0,287.0,65154.0,6572.0,23742.0
629.0,259.0,65788.0,6822.0,26666.0
583.0,306.0,64017.0,7185.0,20253.0
631.0,211.0,66267.0,7458.0,12291.0
615.0,173.0,67716.0,7873.0,13600.0
585.0,349.0,68010.0,8311.0,8092.0
686.0,527.0,71274.0,8544.0,27427.0
666.0,460.0,75080.0,8699.0,26361.0
688.0,520.0,72764.0,8897.0,27654.0
950.0,336.0,77688.0,9057.0,28647.0
1030.0,321.0,86742.0,9665.0,20314.0
718.0,288.0,90129.0,10372.0,22608.0
880.0,457.0,89247.0,10795.0,39075.0
1078.0,388.0,93473.0,11205.0,45160.0
